idr_name	NAME	deplete
>sp|Q14766|LTBP1_HUMAN.diso:8	Q14766	0
>sp|Q9BWG6|SCNM1_HUMAN.diso:2	Q9BWG6	0
>sp|Q9H2G9|GO45_HUMAN.diso:1	Q9H2G9	0
>sp|Q96K58|ZN668_HUMAN.diso:1	Q96K58	0
>sp|Q02641|CACB1_HUMAN.diso:3	Q02641	0
>sp|Q9UN79|SOX13_HUMAN.diso:4	Q9UN79	0
>sp|Q13103|SPP24_HUMAN.diso:2	Q13103	0
>sp|Q96KR1|ZFR_HUMAN.diso:7	Q96KR1	0
>sp|Q9H7E2|TDRD3_HUMAN.diso:2	Q9H7E2	0
>sp|Q8IWJ2|GCC2_HUMAN.diso:12	Q8IWJ2	0
>sp|Q9NX40|OCAD1_HUMAN.diso:2	Q9NX40	0
>sp|Q8IX01|SUGP2_HUMAN.diso:1	Q8IX01	0
>sp|Q8N2I2|ZN619_HUMAN.diso:1	Q8N2I2	0
>sp|Q8TDW7|FAT3_HUMAN.diso:5	Q8TDW7	0
>sp|Q05397|FAK1_HUMAN.diso:5	Q05397	0
>sp|Q9NQW1|SC31B_HUMAN.diso:5	Q9NQW1	0
>sp|Q9BVW5|TIPIN_HUMAN.diso:1	Q9BVW5	0
>sp|Q96PE3|INP4A_HUMAN.diso:3	Q96PE3	0
>sp|Q9H8X9|ZDH11_HUMAN.diso:3	Q9H8X9	0
>sp|Q8N6S5|AR6P6_HUMAN.diso:1	Q8N6S5	0
>sp|Q9Y692|GMEB1_HUMAN.diso:5	Q9Y692	0
>sp|P23246|SFPQ_HUMAN.diso:2	P23246	0
>sp|Q8WXF1|PSPC1_HUMAN.diso:4	Q8WXF1	0
>sp|Q00975|CAC1B_HUMAN.diso:6	Q00975	0
>sp|O00555|CAC1A_HUMAN.diso:6	O00555	0
>sp|Q9P2E3|ZNFX1_HUMAN.diso:1	Q9P2E3	0
>sp|P16989|YBOX3_HUMAN.diso:4	P16989	0
>sp|P67809|YBOX1_HUMAN.diso:3	P67809	0
>sp|Q8TA86|RP9_HUMAN.diso:1	Q8TA86	0
>sp|Q9Y2T7|YBOX2_HUMAN.diso:3	Q9Y2T7	0
>sp|O14641|DVL2_HUMAN.diso:2	O14641	0
>sp|O14640|DVL1_HUMAN.diso:1	O14640	0
>sp|P54792|DVLP1_HUMAN.diso:2	P54792	0
>sp|Q92997|DVL3_HUMAN.diso:3	Q92997	0
>sp|Q8N3U4|STAG2_HUMAN.diso:5	Q8N3U4	0
>sp|Q9NQV6|PRD10_HUMAN.diso:9	Q9NQV6	0
>sp|Q9BWT1|CDCA7_HUMAN.diso:1	Q9BWT1	0
>sp|Q9H6H4|REEP4_HUMAN.diso:2	Q9H6H4	0
>sp|Q8IZD0|SAM14_HUMAN.diso:1	Q8IZD0	0
>sp|Q9P227|RHG23_HUMAN.diso:6	Q9P227	0
>sp|Q02930|CREB5_HUMAN.diso:1	Q02930	0
>sp|Q13227|GPS2_HUMAN.diso:1	Q13227	0
>sp|Q09FC8|ZN415_HUMAN.diso:1	Q09FC8	0
>sp|Q6PIW4|FIGL1_HUMAN.diso:3	Q6PIW4	0
>sp|Q6ZSJ9|SHSA6_HUMAN.diso:2	Q6ZSJ9	0
>sp|O43184|ADA12_HUMAN.diso:4	O43184	0
>sp|Q5JXC2|MIIP_HUMAN.diso:1	Q5JXC2	0
>sp|O75298|RTN2_HUMAN.diso:1	O75298	0
>sp|Q9NYF3|FA53C_HUMAN.diso:1	Q9NYF3	0
>sp|O43379|WDR62_HUMAN.diso:2	O43379	0
>sp|Q6ZN01|MASTR_HUMAN.diso:1	Q6ZN01	0
>sp|Q7Z591|AKNA_HUMAN.diso:2	Q7Z591	0
>sp|Q96BT3|CENPT_HUMAN.diso:1	Q96BT3	0
>sp|A8MT70|ZBBX_HUMAN.diso:3	A8MT70	0
>sp|A6NHJ4|ZN860_HUMAN.diso:1	A6NHJ4	0
>sp|P51587|BRCA2_HUMAN.diso:5	P51587	0
>sp|Q6PJW8|CNST_HUMAN.diso:3	Q6PJW8	0
>sp|Q5SVQ8|ZBT41_HUMAN.diso:1	Q5SVQ8	0
>sp|O14813|PHX2A_HUMAN.diso:1	O14813	0
>sp|Q99453|PHX2B_HUMAN.diso:1	Q99453	0
>sp|P05412|JUN_HUMAN.diso:1	P05412	0
>sp|Q9GZY6|NTAL_HUMAN.diso:5	Q9GZY6	0
>sp|Q0ZGT2|NEXN_HUMAN.diso:7	Q0ZGT2	0
>sp|Q6EMB2|TTLL5_HUMAN.diso:4	Q6EMB2	0
>sp|Q7LGC8|CHST3_HUMAN.diso:1	Q7LGC8	0
>tr|A0A0G2JMZ2|A0A0G2JMZ2_HUMAN.diso:10	A0A0G2JMZ2	0
>sp|A6NM11|L37A2_HUMAN.diso:4	A6NM11	0
>sp|A6NMS7|L37A1_HUMAN.diso:9	A6NMS7	0
>sp|A2RUR9|C144A_HUMAN.diso:6	A2RUR9	0
>sp|Q3MJ40|C144B_HUMAN.diso:11	Q3MJ40	0
>sp|Q8IUD2|RB6I2_HUMAN.diso:9	Q8IUD2	0
>sp|Q96LX8|ZN597_HUMAN.diso:4	Q96LX8	0
>sp|Q8NAN2|MIGA1_HUMAN.diso:6	Q8NAN2	0
>sp|Q8NAV2|CH058_HUMAN.diso:1	Q8NAV2	0
>sp|O75899|GABR2_HUMAN.diso:2	O75899	0
>sp|P15311|EZRI_HUMAN.diso:2	P15311	0
>sp|P48681|NEST_HUMAN.diso:4	P48681	0
>sp|Q00722|PLCB2_HUMAN.diso:3	Q00722	0
>sp|Q8TAP8|PPR35_HUMAN.diso:1	Q8TAP8	0
>sp|Q6IS24|GLT17_HUMAN.diso:1	Q6IS24	0
>sp|P35606|COPB2_HUMAN.diso:2	P35606	0
>sp|P35968|VGFR2_HUMAN.diso:3	P35968	0
>sp|Q9NY28|GALT8_HUMAN.diso:3	Q9NY28	0
>sp|Q9NYF5|FA13B_HUMAN.diso:19	Q9NYF5	0
>sp|O60303|K0556_HUMAN.diso:6	O60303	0
>sp|Q6ZP65|BICL1_HUMAN.diso:4	Q6ZP65	0
>sp|Q9Y4I1|MYO5A_HUMAN.diso:4	Q9Y4I1	0
>sp|O14613|BORG1_HUMAN.diso:2	O14613	0
>sp|Q5T4T6|SYC2L_HUMAN.diso:2	Q5T4T6	0
>sp|P21741|MK_HUMAN.diso:1	P21741	0
>sp|Q6UB98|ANR12_HUMAN.diso:1	Q6UB98	1
>sp|O95201|ZN205_HUMAN.diso:2	O95201	0
>sp|P0DPF5|CB27A_HUMAN.diso:1	P0DPF5	0
>sp|P0DPF6|CB27B_HUMAN.diso:1	P0DPF6	0
>sp|A6NKG5|RTL1_HUMAN.diso:1	A6NKG5	0
>sp|P33241|LSP1_HUMAN.diso:1	P33241	0
>sp|Q9UNN5|FAF1_HUMAN.diso:6	Q9UNN5	0
>sp|P21359|NF1_HUMAN.diso:10	P21359	0
>sp|Q13972|RGRF1_HUMAN.diso:7	Q13972	0
>sp|P54198|HIRA_HUMAN.diso:5	P54198	0
>sp|Q14980|NUMA1_HUMAN.diso:3	Q14980	1
>sp|O75077|ADA23_HUMAN.diso:1	O75077	0
>sp|O75145|LIPA3_HUMAN.diso:3	O75145	0
>sp|Q8ND82|Z280C_HUMAN.diso:7	Q8ND82	1
>sp|O00161|SNP23_HUMAN.diso:1	O00161	0
>sp|Q15398|DLGP5_HUMAN.diso:5	Q15398	0
>sp|Q16821|PPR3A_HUMAN.diso:3	Q16821	0
>sp|Q9NQ60|EQTN_HUMAN.diso:2	Q9NQ60	0
>sp|O43353|RIPK2_HUMAN.diso:3	O43353	0
>sp|P17035|ZNF28_HUMAN.diso:3	P17035	0
>sp|Q0VGE8|ZN816_HUMAN.diso:3	Q0VGE8	0
>sp|Q5HYK9|ZN667_HUMAN.diso:3	Q5HYK9	0
>sp|A6NFE2|SMCO2_HUMAN.diso:1	A6NFE2	0
>sp|Q6PDB4|ZN880_HUMAN.diso:3	Q6PDB4	0
>sp|Q96PE6|ZIM3_HUMAN.diso:3	Q96PE6	0
>sp|Q9NY46|SCN3A_HUMAN.diso:10	Q9NY46	0
>sp|P34741|SDC2_HUMAN.diso:1	P34741	0
>sp|P51523|ZNF84_HUMAN.diso:2	P51523	0
>sp|Q92563|TICN2_HUMAN.diso:1	Q92563	0
>sp|Q92854|SEM4D_HUMAN.diso:2	Q92854	0
>sp|P49768|PSN1_HUMAN.diso:1	P49768	0
>sp|P49810|PSN2_HUMAN.diso:1	P49810	0
>sp|Q6GYQ0|RGPA1_HUMAN.diso:6	Q6GYQ0	0
>sp|Q96SE7|ZN347_HUMAN.diso:3	Q96SE7	0
>sp|O14513|NCKP5_HUMAN.diso:4	O14513	0
>sp|Q9NX95|SYBU_HUMAN.diso:5	Q9NX95	0
>sp|Q9UBV2|SE1L1_HUMAN.diso:1	Q9UBV2	0
>sp|Q9H2B2|SYT4_HUMAN.diso:1	Q9H2B2	0
>sp|O60909|B4GT2_HUMAN.diso:1	O60909	0
>sp|B2RXH2|KDM4E_HUMAN.diso:3	B2RXH2	0
>sp|O15399|NMDE4_HUMAN.diso:1	O15399	0
>sp|Q7Z2K6|ERMP1_HUMAN.diso:1	Q7Z2K6	0
>sp|Q6P988|NOTUM_HUMAN.diso:1	Q6P988	0
>sp|Q86SP6|GP149_HUMAN.diso:2	Q86SP6	0
>sp|P19793|RXRA_HUMAN.diso:1	P19793	0
>sp|P30411|BKRB2_HUMAN.diso:1	P30411	0
>sp|P25063|CD24_HUMAN.diso:1	P25063	0
>sp|P55289|CAD12_HUMAN.diso:1	P55289	0
>sp|Q03431|PTH1R_HUMAN.diso:3	Q03431	0
>sp|Q6UWV7|SHL2A_HUMAN.diso:2	Q6UWV7	0
>sp|P35858|ALS_HUMAN.diso:1	P35858	0
>sp|Q8IUK5|PLDX1_HUMAN.diso:1	Q8IUK5	0
>sp|Q8N129|CNPY4_HUMAN.diso:1	Q8N129	0
>sp|Q9UI33|SCNBA_HUMAN.diso:6	Q9UI33	0
>sp|Q9H3R5|CENPH_HUMAN.diso:1	Q9H3R5	0
>sp|O95822|DCMC_HUMAN.diso:1	O95822	0
>sp|A6NGB0|T191C_HUMAN.diso:1	A6NGB0	0
>sp|Q10469|MGAT2_HUMAN.diso:1	Q10469	0
>sp|Q15293|RCN1_HUMAN.diso:1	Q15293	0
>sp|Q9HB07|MYG1_HUMAN.diso:1	Q9HB07	0
>sp|H3BR10|SMLR1_HUMAN.diso:1	H3BR10	0
>sp|O60568|PLOD3_HUMAN.diso:1	O60568	0
>sp|Q9NXL6|SIDT1_HUMAN.diso:1	Q9NXL6	0
>sp|P22304|IDS_HUMAN.diso:1	P22304	0
>sp|Q13443|ADAM9_HUMAN.diso:1	Q13443	0
>sp|O60320|F1891_HUMAN.diso:1	O60320	0
>sp|A0A0B4J2D5|GAL3B_HUMAN.diso:1	A0A0B4J2D5	0
>sp|P0DPI2|GAL3A_HUMAN.diso:1	P0DPI2	0
>sp|P12643|BMP2_HUMAN.diso:1	P12643	0
>sp|P45877|PPIC_HUMAN.diso:1	P45877	0
>sp|Q14332|FZD2_HUMAN.diso:1	Q14332	0
>sp|Q15828|CYTM_HUMAN.diso:1	Q15828	0
>sp|Q8N8Z6|DCBD1_HUMAN.diso:1	Q8N8Z6	0
>sp|Q13162|PRDX4_HUMAN.diso:1	Q13162	0
>sp|B8ZZ34|SHSA8_HUMAN.diso:1	B8ZZ34	0
>sp|Q86VZ4|LRP11_HUMAN.diso:1	Q86VZ4	0
>sp|Q9NP84|TNR12_HUMAN.diso:1	Q9NP84	0
>sp|Q9H9V9|JMJD4_HUMAN.diso:1	Q9H9V9	0
>sp|Q8NCL4|GALT6_HUMAN.diso:1	Q8NCL4	0
>sp|O94759|TRPM2_HUMAN.diso:4	O94759	0
>sp|Q9HCT0|FGF22_HUMAN.diso:1	Q9HCT0	0
>sp|Q8NCW5|NNRE_HUMAN.diso:1	Q8NCW5	0
>sp|P40967|PMEL_HUMAN.diso:1	P40967	0
>sp|Q9NRM1|ENAM_HUMAN.diso:1	Q9NRM1	0
>sp|Q5VUE5|CA053_HUMAN.diso:1	Q5VUE5	0
>sp|Q96RP3|UCN2_HUMAN.diso:1	Q96RP3	0
>sp|Q6ZR08|DYH12_HUMAN.diso:1	Q6ZR08	0
>sp|Q9H772|GREM2_HUMAN.diso:1	Q9H772	0
>sp|Q8N4A0|GALT4_HUMAN.diso:1	Q8N4A0	0
>sp|Q8IX19|MCEM1_HUMAN.diso:2	Q8IX19	0
>sp|Q9NVH6|TMLH_HUMAN.diso:1	Q9NVH6	0
>sp|Q06643|TNFC_HUMAN.diso:1	Q06643	0
>sp|Q16853|AOC3_HUMAN.diso:1	Q16853	0
>sp|P01375|TNFA_HUMAN.diso:1	P01375	0
>sp|Q5JX71|F209A_HUMAN.diso:1	Q5JX71	0
>sp|Q6EIG7|CLC6A_HUMAN.diso:1	Q6EIG7	0
>sp|P0DPD6|ECE2_HUMAN.diso:4	P0DPD6	0
>sp|P28907|CD38_HUMAN.diso:1	P28907	0
>sp|P31358|CD52_HUMAN.diso:1	P31358	0
>sp|Q8WWT9|S13A3_HUMAN.diso:1	Q8WWT9	0
>sp|Q92935|EXTL1_HUMAN.diso:1	Q92935	0
>sp|Q14802|FXYD3_HUMAN.diso:1	Q14802	0
>sp|Q86W47|KCMB4_HUMAN.diso:1	Q86W47	0
>sp|Q5SRI9|MANEA_HUMAN.diso:1	Q5SRI9	0
>sp|Q8TE99|PXYP1_HUMAN.diso:1	Q8TE99	0
>sp|Q53F39|MPPE1_HUMAN.diso:1	Q53F39	0
>sp|Q9Y3Q0|NALD2_HUMAN.diso:1	Q9Y3Q0	0
>sp|Q96DL1|NXPE2_HUMAN.diso:1	Q96DL1	0
>sp|Q14D33|RTP5_HUMAN.diso:7	Q14D33	0
>sp|P02745|C1QA_HUMAN.diso:1	P02745	0
>sp|Q10471|GALT2_HUMAN.diso:1	Q10471	0
>sp|Q8N5A5|ZGPAT_HUMAN.diso:6	Q8N5A5	0
>sp|Q9H5P4|PDZD7_HUMAN.diso:7	Q9H5P4	0
>sp|Q86UQ8|NFE4_HUMAN.diso:2	Q86UQ8	0
>sp|Q9H1R2|DUS15_HUMAN.diso:2	Q9H1R2	0
>sp|Q6NUT2|D19L2_HUMAN.diso:1	Q6NUT2	0
>sp|Q6NXN4|D19P1_HUMAN.diso:1	Q6NXN4	0
>sp|Q5TCZ1|SPD2A_HUMAN.diso:5	Q5TCZ1	0
>sp|O14733|MP2K7_HUMAN.diso:1	O14733	0
>sp|Q9NTK1|DEPP1_HUMAN.diso:1	Q9NTK1	0
>sp|Q8IYK2|CC105_HUMAN.diso:4	Q8IYK2	0
>sp|Q14542|S29A2_HUMAN.diso:3	Q14542	0
>sp|O95071|UBR5_HUMAN.diso:21	O95071	1
>sp|Q4LEZ3|AARD_HUMAN.diso:7	Q4LEZ3	0
>sp|P52797|EFNA3_HUMAN.diso:3	P52797	0
>sp|Q9HBM0|VEZA_HUMAN.diso:2	Q9HBM0	0
>sp|Q15198|PGFRL_HUMAN.diso:1	Q15198	0
>sp|Q14667|K0100_HUMAN.diso:14	Q14667	0
>sp|Q6TFL3|CC171_HUMAN.diso:8	Q6TFL3	0
>sp|Q8NBP5|MFSD9_HUMAN.diso:1	Q8NBP5	0
>sp|Q9H720|PG2IP_HUMAN.diso:2	Q9H720	0
>sp|A4D1E9|GTPBA_HUMAN.diso:1	A4D1E9	0
>sp|Q9UBT7|CTNL1_HUMAN.diso:5	Q9UBT7	0
>sp|G3V0H7|SO1B7_HUMAN.diso:4	G3V0H7	0
>sp|Q9NPD5|SO1B3_HUMAN.diso:3	Q9NPD5	0
>sp|Q9Y6L6|SO1B1_HUMAN.diso:3	Q9Y6L6	0
>sp|Q96LL4|CH048_HUMAN.diso:3	Q96LL4	0
>sp|Q9NQ31|AKIP1_HUMAN.diso:3	Q9NQ31	0
>sp|Q8N6Y1|PCD20_HUMAN.diso:5	Q8N6Y1	0
>sp|Q08050|FOXM1_HUMAN.diso:1	Q08050	0
>sp|Q5T5S1|CC183_HUMAN.diso:7	Q5T5S1	0
>sp|Q9NQV7|PRDM9_HUMAN.diso:3	Q9NQV7	0
>sp|Q9NQW5|PRDM7_HUMAN.diso:2	Q9NQW5	0
>sp|Q8TBR5|CSAS1_HUMAN.diso:5	Q8TBR5	0
>sp|Q5VWN6|TASO2_HUMAN.diso:15	Q5VWN6	0
>sp|Q7Z442|PK1L2_HUMAN.diso:8	Q7Z442	0
>sp|Q8N4X5|AF1L2_HUMAN.diso:12	Q8N4X5	0
>sp|Q92664|TF3A_HUMAN.diso:7	Q92664	0
>sp|Q15906|VPS72_HUMAN.diso:1	Q15906	0
>sp|Q86YR5|GPSM1_HUMAN.diso:3	Q86YR5	0
>sp|Q9C0C9|UBE2O_HUMAN.diso:4	Q9C0C9	0
>sp|Q9HAF1|EAF6_HUMAN.diso:2	Q9HAF1	0
>sp|Q9NQV5|PRD11_HUMAN.diso:2	Q9NQV5	0
>sp|P45985|MP2K4_HUMAN.diso:1	P45985	0
>sp|Q9NPB0|SMDC1_HUMAN.diso:1	Q9NPB0	0
>sp|P46695|IEX1_HUMAN.diso:1	P46695	0
>sp|O94782|UBP1_HUMAN.diso:1	O94782	0
>sp|Q8N2C7|UNC80_HUMAN.diso:9	Q8N2C7	0
>sp|Q5XX13|FBW10_HUMAN.diso:4	Q5XX13	0
>sp|D6REC4|CFA99_HUMAN.diso:1	D6REC4	0
>sp|Q9HCQ7|NPVF_HUMAN.diso:1	Q9HCQ7	0
>sp|P21675|TAF1_HUMAN.diso:22	P21675	0
>sp|Q8IZX4|TAF1L_HUMAN.diso:20	Q8IZX4	0
>sp|Q96GA3|LTV1_HUMAN.diso:3	Q96GA3	0
>sp|Q8NEF9|SRFB1_HUMAN.diso:3	Q8NEF9	0
>sp|Q8NCY6|MSD4_HUMAN.diso:4	Q8NCY6	0
>sp|Q8N1W1|ARG28_HUMAN.diso:14	Q8N1W1	0
>sp|Q8NCG5|CHST4_HUMAN.diso:1	Q8NCG5	0
>sp|Q9Y5W7|SNX14_HUMAN.diso:1	Q9Y5W7	0
>sp|Q9H211|CDT1_HUMAN.diso:1	Q9H211	0
>sp|Q92618|ZN516_HUMAN.diso:1	Q92618	1
>sp|Q9NZR4|VSX1_HUMAN.diso:1	Q9NZR4	0
>sp|Q14004|CDK13_HUMAN.diso:4	Q14004	1
>sp|Q8IVH8|M4K3_HUMAN.diso:2	Q8IVH8	0
>sp|Q13233|M3K1_HUMAN.diso:5	Q13233	0
>sp|Q8IZM8|ZN654_HUMAN.diso:6	Q8IZM8	0
>sp|Q9H3R2|MUC13_HUMAN.diso:1	Q9H3R2	0
>sp|P15407|FOSL1_HUMAN.diso:1	P15407	0
>sp|Q9H4Z2|ZN335_HUMAN.diso:16	Q9H4Z2	0
>sp|Q2TAC2|CCD57_HUMAN.diso:5	Q2TAC2	0
>sp|P18827|SDC1_HUMAN.diso:1	P18827	0
>sp|Q9P2P6|STAR9_HUMAN.diso:8	Q9P2P6	0
>sp|P51003|PAPOA_HUMAN.diso:2	P51003	0
>sp|Q9BWT3|PAPOG_HUMAN.diso:2	Q9BWT3	0
>sp|Q96Q45|TM237_HUMAN.diso:1	Q96Q45	0
>sp|Q8TED9|AF1L1_HUMAN.diso:8	Q8TED9	0
>sp|Q96DF8|ESS2_HUMAN.diso:1	Q96DF8	0
>sp|Q01668|CAC1D_HUMAN.diso:6	Q01668	0
>sp|Q92613|JADE3_HUMAN.diso:5	Q92613	0
>sp|Q00537|CDK17_HUMAN.diso:1	Q00537	0
>sp|Q96CC6|RHDF1_HUMAN.diso:1	Q96CC6	0
>sp|Q9P2P5|HECW2_HUMAN.diso:5	Q9P2P5	0
>sp|Q8TC76|F110B_HUMAN.diso:1	Q8TC76	0
>sp|Q6H9L7|ISM2_HUMAN.diso:1	Q6H9L7	0
>sp|P10244|MYBB_HUMAN.diso:5	P10244	0
>sp|Q9ULV5|HSF4_HUMAN.diso:7	Q9ULV5	0
>sp|Q00613|HSF1_HUMAN.diso:6	Q00613	0
>sp|Q96FS4|SIPA1_HUMAN.diso:5	Q96FS4	0
>sp|Q9H972|CN093_HUMAN.diso:3	Q9H972	0
>sp|Q68DK7|MSL1_HUMAN.diso:1	Q68DK7	0
>sp|A8MVW0|F1712_HUMAN.diso:3	A8MVW0	0
>sp|P33908|MA1A1_HUMAN.diso:1	P33908	0
>sp|Q96E09|F122A_HUMAN.diso:1	Q96E09	0
>sp|Q9UD57|NKX12_HUMAN.diso:2	Q9UD57	0
>sp|Q7Z7K2|ZN467_HUMAN.diso:1	Q7Z7K2	0
>sp|Q9Y2L8|ZKSC5_HUMAN.diso:3	Q9Y2L8	0
>sp|P17535|JUND_HUMAN.diso:1	P17535	0
>sp|P47974|TISD_HUMAN.diso:3	P47974	0
>sp|Q9ULH4|LRFN2_HUMAN.diso:3	Q9ULH4	0
>sp|Q9Y2J4|AMOL2_HUMAN.diso:11	Q9Y2J4	0
>sp|O95405|ZFYV9_HUMAN.diso:3	O95405	0
>sp|P48552|NRIP1_HUMAN.diso:1	P48552	0
>sp|Q6P4F7|RHGBA_HUMAN.diso:3	Q6P4F7	0
>sp|Q86XD8|ZFAN4_HUMAN.diso:2	Q86XD8	0
>sp|Q96L42|KCNH8_HUMAN.diso:5	Q96L42	0
>sp|Q49A88|CCD14_HUMAN.diso:2	Q49A88	0
>sp|P51587|BRCA2_HUMAN.diso:4	P51587	0
>sp|Q8NCM2|KCNH5_HUMAN.diso:3	Q8NCM2	0
>sp|Q96GX5|GWL_HUMAN.diso:2	Q96GX5	0
>sp|Q93073|SBP2L_HUMAN.diso:2	Q93073	0
>sp|Q6ZRS4|ITPI1_HUMAN.diso:7	Q6ZRS4	0
>sp|Q9C0G0|ZN407_HUMAN.diso:1	Q9C0G0	0
>sp|Q9C0I3|CCSE1_HUMAN.diso:1	Q9C0I3	0
>sp|E2RYF7|PBMU2_HUMAN.diso:1	E2RYF7	0
>sp|P16150|LEUK_HUMAN.diso:1	P16150	0
>sp|O75056|SDC3_HUMAN.diso:1	O75056	0
>sp|Q14242|SELPL_HUMAN.diso:1	Q14242	0
>sp|O15354|GPR37_HUMAN.diso:1	O15354	0
>sp|P0CW27|CC166_HUMAN.diso:31	P0CW27	0
>sp|Q8N729|NPW_HUMAN.diso:1	Q8N729	0
>sp|P13667|PDIA4_HUMAN.diso:1	P13667	0
>sp|O95159|ZFPL1_HUMAN.diso:1	O95159	0
>sp|P16860|ANFB_HUMAN.diso:1	P16860	0
>sp|O75326|SEM7A_HUMAN.diso:1	O75326	0
>sp|P02747|C1QC_HUMAN.diso:1	P02747	0
>sp|Q06481|APLP2_HUMAN.diso:1	Q06481	0
>sp|O75899|GABR2_HUMAN.diso:1	O75899	0
>sp|Q5SZK8|FREM2_HUMAN.diso:1	Q5SZK8	0
>sp|P41250|GARS_HUMAN.diso:1	P41250	0
>sp|P43307|SSRA_HUMAN.diso:1	P43307	0
>sp|P09341|GROA_HUMAN.diso:1	P09341	0
>sp|P19875|CXCL2_HUMAN.diso:1	P19875	0
>sp|P19876|CXCL3_HUMAN.diso:1	P19876	0
>sp|P42785|PCP_HUMAN.diso:1	P42785	0
>sp|Q8WU39|MZB1_HUMAN.diso:1	Q8WU39	0
>sp|Q8WX77|IBPL1_HUMAN.diso:1	Q8WX77	0
>sp|Q96A98|TIP39_HUMAN.diso:1	Q96A98	0
>sp|P31415|CASQ1_HUMAN.diso:1	P31415	0
>sp|P55083|MFAP4_HUMAN.diso:1	P55083	0
>sp|Q9H0V9|LMA2L_HUMAN.diso:1	Q9H0V9	0
>sp|Q9H4B8|DPEP3_HUMAN.diso:1	Q9H4B8	0
>sp|Q5UCC4|EMC10_HUMAN.diso:1	Q5UCC4	0
>sp|Q7Z5L7|PODN_HUMAN.diso:1	Q7Z5L7	0
>sp|Q9H2A7|CXL16_HUMAN.diso:1	Q9H2A7	0
>sp|Q9H3Q3|G3ST2_HUMAN.diso:1	Q9H3Q3	0
>sp|Q9BT09|CNPY3_HUMAN.diso:1	Q9BT09	0
>sp|Q9NZJ5|E2AK3_HUMAN.diso:1	Q9NZJ5	0
>sp|O60513|B4GT4_HUMAN.diso:1	O60513	0
>sp|Q76KP1|B4GN4_HUMAN.diso:1	Q76KP1	0
>sp|Q9UK85|DKKL1_HUMAN.diso:1	Q9UK85	0
>sp|Q8IWU2|LMTK2_HUMAN.diso:1	Q8IWU2	0
>sp|Q6ZSJ9|SHSA6_HUMAN.diso:1	Q6ZSJ9	0
>sp|Q9UJJ9|GNPTG_HUMAN.diso:1	Q9UJJ9	0
>sp|Q96CG8|CTHR1_HUMAN.diso:1	Q96CG8	0
>sp|Q96AG4|LRC59_HUMAN.diso:2	Q96AG4	0
>sp|P02746|C1QB_HUMAN.diso:1	P02746	0
>sp|P29622|KAIN_HUMAN.diso:1	P29622	0
>sp|Q2M2H8|MGAL_HUMAN.diso:1	Q2M2H8	0
>sp|P18065|IBP2_HUMAN.diso:1	P18065	0
>sp|Q8NE86|MCU_HUMAN.diso:1	Q8NE86	0
>sp|A2A2V5|SRTM1_HUMAN.diso:3	A2A2V5	0
>sp|P41273|TNFL9_HUMAN.diso:1	P41273	0
>sp|B1AKI9|ISM1_HUMAN.diso:1	B1AKI9	0
>sp|Q8TBP5|F174A_HUMAN.diso:1	Q8TBP5	0
>sp|O60565|GREM1_HUMAN.diso:1	O60565	0
>sp|P23469|PTPRE_HUMAN.diso:1	P23469	0
>sp|P24043|LAMA2_HUMAN.diso:1	P24043	0
>sp|P80162|CXCL6_HUMAN.diso:1	P80162	0
>sp|O15232|MATN3_HUMAN.diso:1	O15232	0
>sp|Q14623|IHH_HUMAN.diso:1	Q14623	0
>sp|P30533|AMRP_HUMAN.diso:1	P30533	0
>sp|Q13454|TUSC3_HUMAN.diso:1	Q13454	0
>sp|Q08345|DDR1_HUMAN.diso:2	Q08345	0
>sp|P55107|GDF10_HUMAN.diso:1	P55107	0
>sp|O95450|ATS2_HUMAN.diso:1	O95450	0
>sp|P34925|RYK_HUMAN.diso:1	P34925	0
>sp|Q5BLP8|CD048_HUMAN.diso:1	Q5BLP8	0
>sp|Q9Y6U7|RN215_HUMAN.diso:1	Q9Y6U7	0
>sp|Q14696|MESD_HUMAN.diso:1	Q14696	0
>sp|H3BR10|SMLR1_HUMAN.diso:3	H3BR10	0
>sp|O43612|OREX_HUMAN.diso:1	O43612	0
>sp|A6NCL2|LRCL1_HUMAN.diso:1	A6NCL2	0
>sp|Q8N441|FGRL1_HUMAN.diso:1	Q8N441	0
>sp|A0A1B0GTW7|LMLN2_HUMAN.diso:1	A0A1B0GTW7	0
>sp|O15496|PA2GX_HUMAN.diso:1	O15496	0
>sp|P22303|ACES_HUMAN.diso:1	P22303	0
>sp|Q6PEZ8|PONL1_HUMAN.diso:1	Q6PEZ8	0
>sp|Q7Z4R8|CF120_HUMAN.diso:1	Q7Z4R8	0
>sp|Q6PL45|BRID5_HUMAN.diso:1	Q6PL45	0
>sp|Q16552|IL17_HUMAN.diso:1	Q16552	0
>sp|Q8TAT2|FGFP3_HUMAN.diso:1	Q8TAT2	0
>sp|Q8IXH8|CAD26_HUMAN.diso:1	Q8IXH8	0
>sp|Q9Y6L7|TLL2_HUMAN.diso:1	Q9Y6L7	0
>sp|Q9H4G1|CST9L_HUMAN.diso:1	Q9H4G1	0
>sp|Q6UXB2|CXL17_HUMAN.diso:1	Q6UXB2	0
>sp|Q9P0K9|FRS1L_HUMAN.diso:4	Q9P0K9	0
>sp|O00254|PAR3_HUMAN.diso:1	O00254	0
>sp|Q86Y34|AGRG3_HUMAN.diso:1	Q86Y34	0
